no,arxiv_url,title,authors,abstract_kor
110,http://arxiv.org/abs/2006.11524 ,"Neuro-Symbolic Visual Reasoning: Disentangling ""Visual"" from ""Reasoning""","Saeed Amizadeh, Hamid Palangi, Oleksandr Polozov, Yichen Huang, Kazuhito Koishida",시각적 질문 응답(VQA)과 같은 시각적 추론 작업에는 시각적 인식과 인식에 기초한 질문 의미론에 대한 추론의 상호 작용이 필요합니다. 그러나 이 분야의 최근 발전은 여전히 ​​추론보다는 인식 개선(예: 장면 그래프 생성)에 의해 주도되고 있습니다. 신경 모듈 네트워크와 같은 신경 기호 모델은 구성 추론의 이점을 VQA에 제공하지만 여전히 시각적 표현 학습과 얽혀 있으므로 신경 추론은 자체적으로 개선하고 평가하기 어렵습니다. 이 문제를 해결하기 위해 우리는 (1) VQA의 추론 측면을 인식과 별도로 분리하고 평가하는 프레임워크와 (2) 모델이 불완전한 인식으로도 추론 질문에 답할 수 있도록 하는 새로운 하향식 보정 기술을 제안합니다. 이를 위해 시각적 인식에서 질문 답변을 명시적으로 분리하는 VQA에 대한 미분 가능한 1차 논리 형식을 소개합니다. 까다로운 GQA 데이터세트에서 이 프레임워크는 잘 알려진 VQA 모델 간의 심층적이고 얽힌 비교를 수행하여 참여 모델과 작업에 관한 유익한 통찰력을 얻는 데 사용됩니다.
109,http://arxiv.org/abs/2006.09623 ,Learning Visual Commonsense for Robust Scene Graph Generation,"Alireza Zareian, Zhecan Wang, Haoxuan You, Shih-Fu Chang","장면 그래프 생성 모델은 객체 및 술어 인식을 통해 장면을 이해하지만 실제 인식 문제로 인해 실수가 발생하기 쉽습니다. 인식 오류는 출력 장면 그래프에서 실제 규칙과 패턴을 따르지 않는 무의미한 구성으로 이어지는 경우가 많으며 상식적인 지식을 사용하여 수정할 수 있습니다. 우리는 데이터로부터 어포던스, 직관적인 물리학과 같은 시각적 상식을 자동으로 획득하고 이를 활용하여 장면 이해의 견고성을 향상시키는 첫 번째 방법을 제안합니다. 이를 위해 Transformer 모델을 확장하여 장면 그래프의 구조를 통합하고 장면 그래프 코퍼스에서 Global-Local Attention Transformer를 훈련시킵니다. 일단 훈련되면 우리 모델은 모든 장면 그래프 생성 모델에 적용되고 명백한 실수를 수정하여 의미상 더 그럴듯한 장면 그래프를 얻을 수 있습니다. 광범위한 실험을 통해 우리 모델이 어떤 대안보다 상식을 더 잘 학습하고 최첨단 장면 그래프 생성 방법의 정확성을 향상시키는 것을 보여줍니다."
108,http://arxiv.org/abs/2006.07585 ,Learning from the Scene and Borrowing from the Rich: Tackling the Long Tail in Scene Graph Generation,"Tao He, Lianli Gao, Jingkuan Song, Jianfei Cai, Yuan-Fang Li",최근 몇 년 동안 장면 그래프 생성이 크게 발전했음에도 불구하고 객체 관계의 롱테일 분포는 여전히 까다롭고 골치 아픈 문제로 남아 있습니다. 기존 방법은 이 문제를 완화하기 위해 외부 지식이나 통계적 편향 정보에 크게 의존합니다. 본 논문에서는 또 다른 두 가지 측면에서 이 문제를 다룹니다. (1) 추가 주의 메커니즘을 통해 장면에서 특정 지식을 학습하는 것을 목표로 하는 장면-객체 상호 작용; (2) 머리에서 배운 풍부한 지식을 꼬리로 전달하려는 롱테일 지식 전달. 세 가지 작업에 대한 벤치마크 데이터 세트 Visual Genome에 대한 광범위한 실험은 우리의 방법이 현재 최첨단 경쟁사보다 성능이 우수하다는 것을 보여줍니다.
107,http://arxiv.org/abs/2006.02174 ,CompGuessWhat?!: A Multi-task Evaluation Framework for Grounded Language Learning,"Alessandro Suglia, Ioannis Konstas, Andrea Vanzo, Emanuele Bastianelli, Desmond Elliott, Stella Frank, Oliver Lemon",기반 언어 학습에 대한 접근 방식은 일반적으로 두드러진 속성을 예측하거나 보이지 않는 상황에 일반화하는 능력과 같은 학습된 숨겨진 표현의 바람직한 속성에 의존하지 않을 수 있는 단일 작업 기반 최종 성능 측정에 중점을 둡니다. 이 문제를 해결하기 위해 우리는 세 가지 하위 작업이 있는 속성 기반 언어 학습을 위한 평가 프레임워크인 GROLLA를 제시합니다. 1) 목표 지향 평가; 2) 객체 속성 예측 평가; 및 3) 제로샷 평가. 우리는 또한 새로운 데이터 세트 CompGuessWhat?! 특히 속성 접지와 관련하여 학습된 신경 표현의 품질을 평가하기 위한 이 프레임워크의 예입니다. 이를 위해 원래의 GuessWhat?! 지각 계층 위에 의미 계층을 포함하여 데이터 세트를 만듭니다. 특히 GuessWhat?!와 관련된 VisualGenome 장면 그래프를 강화합니다. 추상적이고 상황적인 속성을 지닌 이미지. 진단 분류기를 사용하여 현재 모델이 객체 속성을 인코딩할 만큼 표현력이 충분하지 않은 표현(평균 F1 44.27)을 학습한다는 것을 보여줍니다. 또한 게임플레이에 새로운 장면이나 사물이 포함될 때 잘 수행될 만큼 견고한 전략이나 표현을 배우지 않습니다(제로샷 최고 정확도 50.06%).
106,http://arxiv.org/abs/2005.08230 ,Graph Density-Aware Losses for Novel Compositions in Scene Graph Generation,"Boris Knyazev, Harm de Vries, Cătălina Cangea, Graham W. Taylor, Aaron Courville, Eugene Belilovsky","SGG(장면 그래프 생성)는 객체 및 객체 간의 관계 형태로 입력 이미지의 그래프 구조 설명을 예측하는 것을 목표로 합니다. 이 작업은 시각과 언어 인터페이스의 발전에 점점 더 유용해지고 있습니다. 여기서는 사물과 관계의 새로운(제로 샷) 또는 드문(몇 샷) 구성에서 잘 수행하는 것이 중요하지만 도전적입니다. 본 논문에서는 그러한 일반화를 제한하는 두 가지 주요 문제를 식별합니다. 첫째, 이 작업에 사용된 표준 손실은 의도치 않게 장면 그래프 밀도의 함수라는 것을 보여줍니다. 이로 인해 일반화에 중요한 다양한 소수의 예제가 포함되어 있음에도 불구하고 훈련 중에 큰 희소 그래프의 개별 가장자리가 무시됩니다. 둘째, 관계의 빈도는 이 작업에서 강한 편향을 생성할 수 있으므로 가장 빈번한 관계를 예측하는 블라인드 모델이 좋은 성능을 달성합니다. 결과적으로 일부 최첨단 모델은 이러한 편향을 활용하여 결과를 개선합니다. 우리는 이러한 모델이 Visual Genome 데이터 세트와 최신 개선 버전인 GQA에 대한 두 가지 다른 모델을 평가하여 희귀한 구성으로 일반화하는 능력에서 가장 큰 어려움을 겪을 수 있음을 보여줍니다. 이러한 문제를 해결하기 위해 특정 일반화 측정 항목에서 2배 이상의 개선을 제공하는 밀도 정규화 에지 손실을 도입했습니다. 이 방향의 다른 작업과 비교할 때 우리의 개선 사항에는 몇 줄의 코드만 필요하고 추가 계산 비용도 필요하지 않습니다. 또한 기존 측정항목, 특히 0개/몇 개의 샷에서 모델을 정확하게 평가하는 것이 어렵다는 점을 강조하고 새로운 가중치 측정항목을 도입합니다."
105,http://arxiv.org/abs/2005.08045 ,Visual Relationship Detection using Scene Graphs: A Survey,"Aniket Agarwal, Ayush Mangal,  Vipul","이미지에 묘사된 시각적 관계를 디코딩하여 장면을 이해하는 것은 오랫동안 연구된 문제였습니다. 최근 딥 러닝의 발전과 심층 신경망의 사용으로 인해 많은 작업에서 인간 수준에 가까운 정확도가 달성되었지만, 다양한 시각적 관계 감지 작업에 있어서는 인간 수준과 기계 수준 성능 사이에 여전히 큰 격차가 존재합니다. 비교적 대략적인 이미지 이해에 초점을 맞춘 객체 인식, 분할 및 캡션과 같은 이전 작업을 개발하면서 최근에는 더 미세한 수준의 이미지 이해를 처리하기 위한 새로운 작업이 도입되었습니다. 장면 그래프는 장면과 그 안에 존재하는 다양한 관계를 더 잘 표현하는 기술 중 하나입니다. 시각적 질문 응답, 의미론적 이미지 검색, 이미지 생성 등과 같은 다양한 작업에 대한 광범위한 응용 프로그램을 통해 더 깊고 더 나은 시각적 관계 이해를 위한 유용한 도구임이 입증되었습니다. 본 논문에서는 장면 그래프 생성을 위한 다양한 기술, 시각적 관계를 표현하는 효율성, 다양한 다운스트림 작업을 해결하는 데 어떻게 사용되었는지에 대한 자세한 조사를 제시합니다. 또한 이 분야가 앞으로 나아갈 수 있는 다양한 미래 방향에 대한 분석을 시도합니다. 이 주제에 대한 자세한 조사를 제공하는 최초의 논문 중 하나로서 우리는 또한 장면 그래프에 대한 간결한 소개를 제공하고 실무자들이 응용 프로그램에 대한 접근 방식을 개발하는 데 도움이 되기를 바랍니다."
104,http://arxiv.org/abs/2005.06653 ,Structured Query-Based Image Retrieval Using Scene Graphs,"Brigit Schroeder, Subarna Tripathi","구조화된 쿼리는 단일 개체(예: '여성' 또는 '오토바이')와 달리 개체 상호 작용(예: '여성이 오토바이를 탄다')의 복잡성을 포착할 수 있습니다. 따라서 구조화된 쿼리를 사용한 검색은 단일 개체 검색보다 훨씬 유용하지만 훨씬 더 어려운 문제입니다. 본 논문에서는 이미지 검색 접근 방식의 기초로 장면 그래프 임베딩을 사용하는 방법을 제시합니다. 장면 그래프에서 파생된 시각적 관계가 구조화된 쿼리로 어떻게 사용될 수 있는지 살펴봅니다. 시각적 관계는 술어 관계로 연결된 노드로서 주제와 객체를 갖는 장면 그래프의 방향성 하위 그래프입니다. 특히, 우리는 긴 꼬리의 COCO-Stuff 데이터 세트에서 발견된 낮거나 중간 빈도의 객체에 대해서도 높은 재현율을 달성할 수 있었고, 시각적 관계에서 영감을 받은 손실을 추가하면 최상의 경우 재현율이 10% 향상된다는 것을 발견했습니다."
103,http://arxiv.org/abs/2004.08814 ,Graph-Structured Referring Expression Reasoning in The Wild,"Sibei Yang, Guanbin Li, Yizhou Yu","참조 표현을 접지하는 것은 자연어 표현이 참조하는 객체를 이미지에서 찾는 것을 목표로 합니다. 지시 표현의 언어적 구조는 시각적 내용에 대한 추론의 레이아웃을 제공하며, 이미지와 지시 표현을 정렬하고 공동으로 이해하는 것이 종종 중요합니다. 본 논문에서는 표현의 언어적 구조에 따라 신경 모듈을 이용한 의미 그래프와 장면 그래프에 대한 추론을 수행하는 장면 그래프 유도 모듈러 네트워크(SGMN)를 제안한다. 특히 이미지를 구조화된 의미 그래프로 모델링하고 표현을 언어 장면 그래프로 구문 분석합니다. 언어 장면 그래프는 표현의 언어적 구조를 해독할 뿐만 아니라, 이미지 의미 그래프와 일관성 있게 표현됩니다. 참조 표현을 기반으로 하는 구조화된 솔루션을 탐색하는 것 외에도 구조적 참조 표현 추론을 위한 대규모 실제 데이터 세트인 Ref-Reasoning도 제안합니다. 다양한 표현 템플릿과 기능적 프로그램을 사용하여 이미지의 장면 그래프에 대한 참조 표현을 자동으로 생성합니다. 이 데이터세트에는 실제 시각적 콘텐츠와 다양한 추론 레이아웃을 갖춘 의미적으로 풍부한 표현이 포함되어 있습니다. 실험 결과에 따르면 SGMN은 새로운 Ref-Reasoning 데이터 세트에서 기존의 최첨단 알고리즘보다 훨씬 뛰어난 성능을 발휘할 뿐만 아니라 일반적으로 사용되는 벤치마크 데이터 세트에서 최첨단 구조적 방법도 능가합니다. 또한 추론에 대한 해석 가능한 시각적 증거를 제공할 수도 있습니다. 데이터와 코드는 https://github.com/sibeiyang/sgmn에서 확인할 수 있습니다."
102,http://arxiv.org/abs/2004.06193 ,Relation Transformer Network,"Rajat Koner, Suprosanna Shit, Volker Tresp","객체를 노드로, 상호 관계를 에지로 하는 장면 그래프의 추출은 이미지 내용에 대한 깊은 이해의 기초가 됩니다. 메시지 전달 및 공동 분류와 같은 최근의 발전에도 불구하고 시각적 개체 간의 상호 상호 작용에 대한 차선책 탐색으로 인해 시각적 관계 검색은 여전히 ​​어려운 작업으로 남아 있습니다. 본 연구에서는 장면 그래프 생성 및 관계 예측을 위한 새로운 변환기 공식을 제안합니다. 우리는 노드와 에지의 풍부한 기능 임베딩을 위해 변환기의 인코더-디코더 아키텍처를 활용합니다. 구체적으로 우리는 변환기 인코더의 self-attention을 사용한 노드 간 상호 작용과 변환기 디코더의 교차 주의를 사용한 에지-노드 상호 작용을 모델링합니다. 또한 디코더의 에지를 처리하는 데 적합한 새로운 위치 임베딩을 소개합니다. 마지막으로, 우리의 관계 예측 모듈은 학습된 노드와 에지 임베딩으로부터 방향성 관계를 분류합니다. 우리는 이 아키텍처를 RTN(Relation Transformer Network)이라고 부릅니다. Visual Genome 및 GQA 데이터 세트에서 최신 방법에 비해 전체 평균 4.85% 및 3.1% 포인트 개선을 달성했습니다. 우리의 실험에서는 Relation Transformer가 소규모, 중간 규모, 대규모 관계 분류를 통해 다양한 데이터 세트에서 컨텍스트를 효율적으로 모델링할 수 있음을 보여줍니다."
101,http://arxiv.org/abs/2004.03967 ,Learning 3D Semantic Scene Graphs from 3D Indoor Reconstructions,"Johanna Wald, Helisa Dhamo, Nassir Navab, Federico Tombari","장면 이해는 컴퓨터 비전에서 높은 관심을 받아왔습니다. 이는 장면에서 객체를 식별하는 것뿐만 아니라 주어진 컨텍스트 내에서 객체의 관계도 포함합니다. 이 목표를 위해 최근 작업 라인에서는 3D 의미론적 분할 및 장면 레이아웃 예측을 다루고 있습니다. 우리 작업에서는 그래프에서 장면의 엔터티를 구성하는 데이터 구조인 장면 그래프에 중점을 둡니다. 여기서 개체는 노드이고 해당 관계는 가장자리로 모델링됩니다. 우리는 3D 장면 이해, 개체 및 개체 관계 매핑을 수행하는 방법으로 장면 그래프에 대한 추론을 활용합니다. 특히, 장면의 포인트 클라우드로부터 장면 그래프를 회귀하는 학습된 방법을 제안합니다. 우리의 새로운 아키텍처는 PointNet 및 GCN(Graph Convolutional Networks)을 기반으로 합니다. 또한 3D 장면의 의미론적으로 풍부한 장면 그래프가 포함된 반자동 생성 데이터 세트인 3DSSG를 소개합니다. 우리는 그래프가 3D-3D 및 2D-3D 매칭을 위한 중간 표현 역할을 하는 도메인 독립적 검색 작업에서 우리 방법의 적용을 보여줍니다."
100,http://arxiv.org/abs/2004.03708 ,Context-Aware Group Captioning via Self-Attention and Contrastive Features,"Zhuowan Li, Quan Tran, Long Mai, Zhe Lin, Alan Yuille",이미지 캡션이 빠르게 발전하는 동안 기존 작업은 주로 단일 이미지를 설명하는 데 중점을 둡니다. 본 논문에서는 관련 참조 이미지의 다른 그룹의 맥락에서 대상 이미지 그룹을 설명하는 것을 목표로 하는 새로운 작업인 상황 인식 그룹 캡션을 소개합니다. 상황 인식 그룹 캡션에는 대상 이미지 그룹과 참조 이미지 그룹의 정보를 요약하는 것뿐만 아니라 둘 사이의 대조도 필요합니다. 이 문제를 해결하기 위해 우리는 각 이미지 그룹의 공통 정보를 효과적으로 요약하는 동시에 이미지 그룹 간의 차별적인 정보를 캡처하기 위해 self-attention 메커니즘과 대조 특징 구성을 결합한 프레임워크를 제안합니다. 이 작업을 위한 데이터세트를 구축하기 위해 우리는 이미지를 그룹화하고 장면 그래프 매칭을 사용하여 단일 이미지 캡션을 기반으로 그룹 캡션을 생성하는 것을 제안합니다. 우리의 데이터 세트는 공개 개념 캡션 데이터 세트와 새로운 스톡 캡션 데이터 세트를 기반으로 구성되었습니다. 두 데이터 세트에 대한 실험은 이 새로운 작업에 대한 우리 방법의 효율성을 보여줍니다. 관련 데이터 세트 및 코드는 https://lizw14.github.io/project/groupcap에서 공개됩니다.
99,http://arxiv.org/abs/2004.03677 ,Semantic Image Manipulation Using Scene Graphs,"Helisa Dhamo, Azade Farshad, Iro Laina, Nassir Navab, Gregory D. Hager, Federico Tombari, Christian Rupprecht",이미지 조작은 생성할 이미지가 기존 이미지를 수정하는 이미지 생성의 특별한 경우로 간주될 수 있습니다. 이미지 생성 및 조작은 대부분 원시 픽셀에서 작동하는 작업이었습니다. 그러나 풍부한 이미지와 객체 표현을 학습하는 데 있어 놀라운 발전으로 주로 의미론에 의해 주도되는 텍스트-이미지 또는 레이아웃-이미지 생성과 같은 작업의 길이 열렸습니다. 우리 작업에서는 사용자가 이미지에서 생성된 의미 그래프의 노드나 가장자리에 변경 사항을 적용하기만 하면 이미지를 편집할 수 있는 장면 그래프의 이미지 조작이라는 새로운 문제를 해결합니다. 우리의 목표는 주어진 집합의 이미지 정보를 인코딩하고 거기에서 원본 이미지의 의미와 스타일을 존중하면서 개체를 교체하거나 개체 간의 관계를 변경하는 등 새로운 집합을 생성하는 것입니다. 성상도 변경이나 이미지 편집에 대한 직접적인 감독이 필요하지 않은 공간 의미론적 장면 그래프 네트워크를 소개합니다. 이를 통해 추가 주석 작업 없이 기존 실제 데이터 세트에서 시스템을 교육할 수 있습니다.
98,http://arxiv.org/abs/2003.12962 ,GPS-Net: Graph Property Sensing Network for Scene Graph Generation,"Xin Lin, Changxing Ding, Jinquan Zeng, Dacheng Tao","SGG(장면 그래프 생성)는 쌍별 관계와 함께 이미지의 객체를 감지하는 것을 목표로 합니다. 최근 연구에서 충분히 탐구되지 않은 장면 그래프의 세 가지 주요 속성은 가장자리 방향 정보, 노드 간 우선순위 차이, 관계의 긴 꼬리 분포입니다. 따라서 본 논문에서는 SGG의 세 가지 속성을 완벽하게 탐색하는 그래프 속성 감지 네트워크(GPS-Net)를 제안합니다. 먼저, 우리는 노드별 상황 정보로 노드 특징을 강화하고 삼선형 모델을 통해 에지 방향 정보를 인코딩하는 새로운 메시지 전달 모듈을 제안합니다. 둘째, 훈련 중 노드 간 우선순위 차이를 반영하기 위해 노드 우선순위 민감 손실을 도입합니다. 이는 초점 손실의 초점 매개변수를 조정하는 매핑 기능을 설계함으로써 달성됩니다. 셋째, 관계의 빈도는 긴 꼬리 분포 문제의 영향을 받기 때문에 먼저 분포를 부드럽게 한 다음 시각적 모양에 따라 각 주체-객체 쌍에 대해 조정할 수 있도록 하여 이 문제를 완화합니다. 체계적인 실험은 제안된 기술의 효율성을 보여줍니다. 또한, GPS-Net은 다양한 설정 및 측정 기준에서 상당한 이득을 얻어 VG, OI 및 VRD의 세 가지 인기 데이터베이스에서 최첨단 성능을 달성합니다. 코드와 모델은 \url{https://github.com/taksau/GPS-Net}에서 확인할 수 있습니다."
97,http://arxiv.org/abs/2003.07449 ,Object-Centric Image Generation from Layouts,"Tristan Sylvain, Pengchuan Zhang, Yoshua Bengio, R Devon Hjelm, Shikhar Sharma","단일 개체 및 단일 도메인 이미지 생성에 대한 최근의 인상적인 결과에도 불구하고 여러 개체가 포함된 복잡한 장면을 생성하는 것은 여전히 ​​어려운 일입니다. 본 논문에서는 복잡한 장면을 잘 생성하기 위해서는 모델이 개별 객체와 객체 간의 관계를 이해할 수 있어야 한다는 아이디어에서 시작합니다. 객체 중심 생성 적대 네트워크(또는 OC-GAN)라고 부르는 레이아웃-이미지 생성 방법은 새로운 장면 그래프 유사성 모듈(SGSM)을 사용합니다. SGSM은 장면에 있는 객체 간의 공간 관계 표현을 학습하여 모델의 레이아웃 충실도를 향상시킵니다. 우리는 또한 객체 인스턴스 인식을 향상시키는 생성기의 컨디셔닝 메커니즘에 대한 변경을 제안합니다. 이미지 품질 개선 외에도 우리의 기여는 이전 접근 방식의 두 가지 실패 모드를 완화합니다. (1) 레이아웃에서 해당 경계 상자 없이 생성되는 가짜 객체, (2) 레이아웃에서 경계 상자가 겹쳐서 이미지의 객체가 병합됩니다. 광범위한 정량적 평가 및 절제 연구는 COCO-Stuff 및 Visual Genome 데이터 세트 모두에 대한 이전의 최첨단 접근 방식을 능가하는 모델을 통해 우리의 기여의 영향을 보여줍니다. 마지막으로, 다중 객체 이미지에 더 적합한 널리 사용되는 Fr{é}chet Inception Distance 측정항목을 객체 중심으로 적용한 SceneFID를 도입하여 이전 작업에서 사용된 평가 측정항목의 중요한 제한 사항을 해결합니다."
96,http://arxiv.org/abs/2003.00387 ,Say As You Wish: Fine-grained Control of Image Caption Generation with Abstract Scene Graphs,"Shizhe Chen, Qin Jin, Peng Wang, Qi Wu","인간은 원하는 대로 이미지 내용을 거친 것부터 미세한 것까지 묘사할 수 있습니다. 그러나 대부분의 이미지 캡션 모델은 의도에 구애받지 않으므로 다양한 사용자 의도에 따라 다양한 설명을 먼저 생성할 수 없습니다. 본 연구에서는 사용자 의도를 세분화된 수준으로 표현하고 생성된 설명의 내용과 세부 사항을 제어하기 위한 추상 장면 그래프(ASG) 구조를 제안합니다. ASG는 구체적인 의미 라벨 없이 이미지에 기반을 둔 세 가지 유형의 \textbf{추상 노드}(객체, 속성, 관계)로 구성된 방향성 그래프입니다. 따라서 수동으로든 자동으로든 쉽게 얻을 수 있습니다. ASG에서 우리는 그래프에서 사용자 의도와 의미를 인식하여 그래프 구조에 따라 원하는 캡션을 생성할 수 있는 새로운 ASG2Caption 모델을 제안합니다. 우리 모델은 VisualGenome 및 MSCOCO 데이터 세트 모두에서 신중하게 설계된 기준선보다 ASG에서 더 나은 제어 가능성 조건을 달성합니다. 또한 다양한 ASG를 제어 신호로 자동 샘플링하여 캡션 다양성을 크게 향상시킵니다."
95,http://arxiv.org/abs/2002.11949 ,Unbiased Scene Graph Generation from Biased Training,"Kaihua Tang, Yulei Niu, Jianqiang Huang, Jiaxin Shi, Hanwang Zhang","오늘날의 장면 그래프 생성(SGG) 작업은 주로 심각한 훈련 편견(예: 다양한 ""해변 위의 인간 걷기/앉기/눕기""를 ""해변 위의 인간""으로 축소)으로 인해 여전히 실용적이지 않습니다. 이러한 SGG가 주어지면 VQA와 같은 다운스트림 작업은 단순한 객체 가방보다 더 나은 장면 구조를 추론할 수 없습니다. 그러나 전통적인 편향성 제거 방법은 좋은 편향과 나쁜 편향을 구별할 수 없기 때문에 SGG에서의 편향 제거는 사소한 것이 아닙니다. 예를 들어 좋은 맥락 이전(예: ""먹기""보다 ""사람이 책을 읽는다"")과 나쁜 긴 꼬리 편향(예: ""뒤/앞""을 지배하는 ""가까운"" 편향)입니다. 본 논문에서는 인과 추론을 기반으로 하지만 기존 우도가 아닌 새로운 SGG 프레임워크를 제시합니다. 먼저 SGG에 대한 인과 그래프를 구축하고 그래프를 사용하여 기존의 편향된 학습을 수행합니다. 그런 다음 훈련된 그래프에서 반사실적 인과성을 도출하여 제거해야 하는 나쁜 편향의 효과를 추론할 것을 제안합니다. 특히 우리는 편향되지 않은 SGG에 대해 제안된 최종 예측 점수로 TDE(Total Direct Effect)를 사용합니다. 우리의 프레임워크는 모든 SGG 모델에 불가지론적이므로 편견 없는 예측을 추구하는 커뮤니티에 널리 적용될 수 있습니다. SGG 벤치마크 Visual Genome과 여러 널리 사용되는 모델에서 제안된 장면 그래프 진단 툴킷을 사용하여 이전 최첨단 방법에 비해 상당한 개선이 관찰되었습니다."
94,http://arxiv.org/abs/2002.08945 ,Spatiotemporal Relationship Reasoning for Pedestrian Intent Prediction,"Bingbin Liu, Ehsan Adeli, Zhangjie Cao, Kuan-Hui Lee, Abhijeet Shenoi, Adrien Gaidon, Juan Carlos Niebles","시각적 데이터에 대한 추론은 로봇 공학 및 비전 기반 애플리케이션에 바람직한 기능입니다. 이러한 추론을 통해 동영상의 다음 이벤트나 동작을 예측할 수 있습니다. 최근에는 예측이나 예측을 위해 컨볼루션 연산을 기반으로 다양한 모델이 개발되었지만 시공간 데이터를 추론하고 장면 내 다양한 ​​객체의 관계를 추론하는 능력이 부족합니다. 본 논문에서는 보행자 의도를 추론하기 위해 장면의 시공간 관계를 밝히기 위해 그래프 컨볼루션을 기반으로 하는 프레임워크를 제시합니다. 장면 그래프는 비디오 프레임 내에서 그리고 비디오 프레임 전체에 걸쳐 분할된 개체 인스턴스 위에 구축됩니다. 길을 건너거나 건너지 않는 미래의 행동으로 정의되는 보행자 의도는 자율주행차가 안전하고 원활하게 주행하는 데 매우 중요한 정보입니다. 우리는 두 가지 다른 관점에서 의도 예측 문제에 접근하고 보행자 중심 및 위치 중심 시나리오 모두에서 교차 의도를 예측합니다. 또한 보행자 인구가 밀집된 지역의 자율 주행 시나리오를 위해 특별히 설계된 새로운 데이터 세트인 STIP(Stanford-TRI Intent Prediction) 데이터 세트를 소개합니다. STIP 및 다른 벤치마크 데이터 세트에 대한 실험에서는 그래프 모델링 프레임워크가 보행자의 횡단 의도를 STIP에서 79.10%, \rev{Joint Attention for Autonomous Driving(JAAD) 데이터 세트에서 79.28%의 정확도로 실제 횡단이 발생하는 시점보다 최대 1초 빠르게 예측할 수 있음을 보여줍니다. 이러한 결과는 기준선과 이전 작업을 능가합니다. 데이터세트와 코드는 http://stip.stanford.edu/를 참조하세요."
93,http://arxiv.org/abs/2002.08417 ,Table-Top Scene Analysis Using Knowledge-Supervised MCMC,"Ziyuan Liu, Dong Chen, Kai M. Wurm, Georg von Wichert",본 논문에서는 6차원 객체 포즈 추정으로부터 테이블탑 장면에 대한 추상 장면 그래프를 생성하는 확률론적 방법을 제안합니다. 우리는 Markov 논리 네트워크에서 이 지식을 설명 규칙으로 인코딩하여 작업별 컨텍스트 지식을 명시적으로 활용합니다. 장면 그래프를 생성하는 우리의 접근 방식은 확률적입니다. 물체 포즈의 불확실성은 데이터 기반 MCMC 프로세스에 내장된 확률적 센서 모델을 통해 해결됩니다. 우리는 숨겨진 객체에 대한 추론과 객체 포즈의 잘못된 추정을 탐지하기 위해 Markov 논리 추론을 적용합니다. 우리 접근 방식의 효율성은 실제 실험에서 입증되고 평가됩니다.
92,http://arxiv.org/abs/2002.06289 ,"3D Dynamic Scene Graphs: Actionable Spatial Perception with Places, Objects, and Humans","Antoni Rosinol, Arjun Gupta, Marcus Abate, Jingnan Shi, Luca Carlone","우리는 실행 가능한 공간 인식을 위한 통합 표현인 3D 동적 장면 그래프를 제시합니다. 장면 그래프는 노드가 장면의 개체(예: 개체, 벽, 방)를 나타내고 가장자리가 노드 간의 관계(예: 포함, 인접)를 나타내는 방향 그래프입니다. 동적 장면 그래프(DSG)는 이 개념을 확장하여 움직이는 에이전트(예: 인간, 로봇)가 있는 동적 장면을 표현하고 계획 및 의사 결정을 지원하는 실행 가능한 정보(예: 시공간 관계, 다양한 추상화 수준의 토폴로지)를 포함합니다. 우리의 두 번째 기여는 시각 관성 데이터로부터 DSG를 구축하기 위한 최초의 완전 자동 공간 인식 엔진(SPIN)을 제공하는 것입니다. 물체와 인간의 감지 및 자세 추정을 위한 최첨단 기술을 통합하고 혼잡한 장면에서 물체, 로봇 및 인간 노드를 강력하게 추론하는 방법을 설명합니다. 우리가 아는 한, 이 논문은 시각적 관성 SLAM과 조밀한 휴먼 메시 추적을 조화시킨 최초의 논문입니다. 또한 실내 환경(예: 장소, 구조물, 방)과 그 관계에 대한 계층적 표현을 얻기 위한 알고리즘을 제공합니다. 우리의 세 번째 기여는 제안된 공간 인식 엔진을 사실적인 Unity 기반 시뮬레이터에서 시연하여 견고성과 표현력을 평가하는 것입니다. 마지막으로, 우리는 현대 로봇공학 응용에 대한 우리 제안의 의미를 논의합니다. 3D 동적 장면 그래프는 계획 및 의사 결정, 인간-로봇 상호 작용, 장기적인 자율성 및 장면 예측에 큰 영향을 미칠 수 있습니다. 동영상 요약은 https://youtu.be/SWbofjhyPzI에서 볼 수 있습니다."
